"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLEXBUS","194913","0.877294","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195013","0.786496","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195113","1.682779","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195213","1.40298","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195313","0.980726","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195413","0.910509","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195513","1.464521","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195613","1.984106","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195713","2.174059","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195813","1.415843","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","195913","1.051257","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196013","1.02317","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196113","0.980641","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196213","1.08291","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196313","1.356399","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196413","1.335161","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196513","1.376486","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196613","1.350634","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196713","1.352369","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196813","1.380367","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","196913","1.534224","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197013","1.9355","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197113","1.546119","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197213","1.530788","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197301","0.079655","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197302","0.071118","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197303","0.092288","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197304","0.136198","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197305","0.139124","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197306","0.13407","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197307","0.111623","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197308","0.138831","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197309","0.092049","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197310","0.159017","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197311","0.139922","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197312","0.131304","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197313","1.4252","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197401","0.076175","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197402","0.123861","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197403","0.085947","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197404","0.134141","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197405","0.163858","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197406","0.1712","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197407","0.143005","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197408","0.137425","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197409","0.131631","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197410","0.198114","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197411","0.182441","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197412","0.07185","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197413","1.619649","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197501","0.114031","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197502","0.119901","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197503","0.151005","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197504","0.165402","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197505","0.186625","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197506","0.16827","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197507","0.126966","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197508","0.156822","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197509","0.123009","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197510","0.124921","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197511","0.202243","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197512","0.122106","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197513","1.7613","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197601","0.098716","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197602","0.081771","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197603","0.106404","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197604","0.155509","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197605","0.152876","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197606","0.176737","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197607","0.131063","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197608","0.113586","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197609","0.15253","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197610","0.157292","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197611","0.146492","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197612","0.123641","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197613","1.596619","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197701","0.057875","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197702","0.082856","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197703","0.091564","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197704","0.150129","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197705","0.152837","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197706","0.160483","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197707","0.138634","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197708","0.115059","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197709","0.136218","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197710","0.130908","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197711","0.121218","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197712","0.104095","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197713","1.441875","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197801","0.023715","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197802","0.015605","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197803","0.010011","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197804","0.069249","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197805","0.118514","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197806","0.143844","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197807","0.094685","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197808","0.096262","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197809","0.091512","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197810","0.133835","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197811","0.159672","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197812","0.121124","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197813","1.078028","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197901","0.095757","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197902","0.072422","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197903","0.123301","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197904","0.139935","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197905","0.165057","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197906","0.158705","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197907","0.167239","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197908","0.165911","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197909","0.13664","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197910","0.197723","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197911","0.163875","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197912","0.166711","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","197913","1.753277","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198001","0.117686","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198002","0.106608","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198003","0.148627","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198004","0.199529","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198005","0.226811","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198006","0.234795","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198007","0.217599","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198008","0.244568","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198009","0.220682","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198010","0.249435","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198011","0.237098","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198012","0.21708","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198013","2.420518","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198101","0.151593","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198102","0.177128","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198103","0.254017","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198104","0.216368","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198105","0.159197","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198106","0.161088","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198107","0.281551","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198108","0.29601","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198109","0.311293","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198110","0.323335","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198111","0.30997","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198112","0.30252","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198113","2.944069","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198201","0.161968","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198202","0.235078","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198203","0.273329","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198204","0.284029","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198205","0.265107","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198206","0.280057","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198207","0.240769","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198208","0.193654","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198209","0.227689","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198210","0.261492","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198211","0.204724","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198212","0.159004","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198213","2.786901","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198301","0.117543","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198302","0.115196","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198303","0.165408","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198304","0.160757","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198305","0.182763","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198306","0.191368","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198307","0.161434","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198308","0.220308","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198309","0.197836","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198310","0.213775","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198311","0.153488","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198312","0.164826","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198313","2.044701","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198401","0.133643","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198402","0.112236","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198403","0.153463","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198404","0.202988","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198405","0.21705","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198406","0.206673","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198407","0.219607","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198408","0.217432","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198409","0.229958","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198410","0.175336","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198411","0.110633","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198412","0.172289","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198413","2.151306","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198501","0.153025","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198502","0.15864","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198503","0.176163","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198504","0.185852","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198505","0.242828","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198506","0.208155","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198507","0.192404","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198508","0.274171","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198509","0.212963","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198510","0.230017","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198511","0.213972","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198512","0.189939","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198513","2.438129","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198601","0.156047","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198602","0.13561","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198603","0.161741","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198604","0.218289","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198605","0.224654","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198606","0.192526","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198607","0.204546","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198608","0.202923","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198609","0.215313","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198610","0.189425","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198611","0.175529","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198612","0.171833","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198613","2.248436","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198701","0.143828","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198702","0.122064","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198703","0.1699","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198704","0.163755","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198705","0.172379","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198706","0.19266","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198707","0.1738","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198708","0.203954","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198709","0.175237","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198710","0.174382","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198711","0.189568","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198712","0.211427","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198713","2.092954","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198801","0.116604","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198802","0.117874","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198803","0.187908","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198804","0.235185","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198805","0.207886","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198806","0.211781","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198807","0.218372","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198808","0.245154","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198809","0.264715","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198810","0.236949","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198811","0.21928","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198812","0.237303","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198813","2.49901","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198901","0.164958","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198902","0.176531","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198903","0.219087","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198904","0.238153","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198905","0.25335","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198906","0.252631","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198907","0.162419","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198908","0.212461","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198909","0.252731","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198910","0.243093","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198911","0.255542","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198912","0.206356","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","198913","2.637312","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199001","0.195132","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199002","0.163575","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199003","0.22777","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199004","0.225077","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199005","0.257495","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199006","0.244086","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199007","0.240896","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199008","0.263719","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199009","0.268267","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199010","0.229437","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199011","0.252094","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199012","0.204725","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199013","2.772273","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199101","0.162733","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199102","0.21282","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199103","0.208909","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199104","0.181154","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199105","0.262355","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199106","0.242983","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199107","0.264473","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199108","0.276054","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199109","0.276465","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199110","0.242088","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199111","0.277647","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199112","0.245989","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199113","2.85367","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199201","0.224717","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199202","0.202973","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199203","0.219298","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199204","0.225414","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199205","0.248073","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199206","0.233124","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199207","0.250404","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199208","0.198957","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199209","0.243406","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199210","0.194715","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199211","0.22806","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199212","0.212784","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199213","2.681926","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199301","0.171337","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199302","0.176845","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199303","0.148753","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199304","0.138723","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199305","0.159591","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199306","0.226971","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199307","0.173089","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199308","0.153532","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199309","0.161163","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199310","0.170778","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199311","0.132169","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199312","0.149515","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199313","1.962467","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199401","0.124563","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199402","0.111952","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199403","0.155189","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199404","0.131013","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199405","0.140236","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199406","0.201084","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199407","0.154858","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199408","0.175607","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199409","0.188317","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199410","0.160864","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199411","0.160547","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199412","0.174572","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199413","1.878801","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199501","0.161906","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199502","0.151176","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199503","0.184021","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199504","0.188811","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199505","0.210392","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199506","0.207746","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199507","0.173632","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199508","0.197147","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199509","0.20975","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199510","0.204815","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199511","0.196203","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199512","0.232569","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199513","2.318168","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199601","0.176504","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199602","0.180402","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199603","0.180071","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199604","0.191859","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199605","0.200567","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199606","0.2106","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199607","0.206184","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199608","0.193999","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199609","0.215006","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199610","0.211411","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199611","0.208751","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199612","0.192679","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199613","2.368031","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199701","0.191575","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199702","0.151666","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199703","0.18207","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199704","0.174758","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199705","0.188876","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199706","0.177222","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199707","0.178691","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199708","0.224466","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199709","0.18367","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199710","0.195455","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199711","0.173494","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199712","0.171193","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199713","2.193135","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199801","0.187161","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199802","0.142029","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199803","0.169841","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199804","0.175487","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199805","0.198743","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199806","0.18184","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199807","0.173216","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199808","0.179806","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199809","0.180253","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199810","0.180267","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199811","0.154721","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199812","0.168313","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199813","2.091677","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199901","0.11715","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199902","0.102279","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199903","0.118611","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199904","0.122531","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199905","0.113331","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199906","0.140978","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199907","0.134968","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199908","0.151271","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199909","0.133015","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199910","0.15561","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199911","0.130028","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199912","0.105335","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","199913","1.525108","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","200001","0.123016","1","Coal Exports","Quadrillion Btu"
"CLEXBUS","200002","0.09832","1","Coal Exports","Quadrillion Btu"
